uniprot,mod_sev_d0_0,mod_sev_d0_1,npx_difference,OR,p_value,minuslog10p,below_fdr,gene_name,gene_description
O00339,4.273071405026316,4.71394121043956,0.44086980541324383,2.780500263602465,0.0002046891403754064,3.6889051978853376,True,MATN2,matrilin 2
O95633,3.5080834596052632,4.018081660043956,0.5099982004386927,2.593683530864392,0.0002240962769705886,3.649565358567841,True,FSTL3,follistatin-like 3 (secreted glycoprotein)
Q8NFT8,9.251531081381579,8.989177354087913,-0.26235372729366624,0.15007718698313618,0.0002244777792395734,3.648826642773171,True,DNER,delta/notch-like EGF repeat containing
P00995,5.173301300710526,6.145175640362638,0.9718743396521115,1.5057299114567173,0.00023411678593958534,3.6305674467066864,True,SPINK1,"serine peptidase inhibitor, Kazal type 1"
Q8TDQ0,4.260541548802632,4.701447101175824,0.4409055523731924,2.7758765761038147,0.0002346067680876881,3.6296594632318384,True,HAVCR2,hepatitis A virus cellular receptor 2
P40121,4.315474708092105,4.96089153832967,0.6454168302375649,2.0802727396238296,0.0002483887510366398,3.6048680762625116,True,CAPG,"capping protein (actin filament), gelsolin-like"
O43240,3.5576760390394737,3.1297677370439563,-0.42790830199551744,0.27843299068300836,0.0002699094640637856,3.568781887141823,True,KLK10,kallikrein-related peptidase 10
P49023,4.05103279025,4.495693644978022,0.4446608547280224,2.9061439138796588,0.00028028449528238954,3.5524009257842826,True,PXN,paxillin
Q9HCB6,1.6398563497466667,1.9485253877472528,0.3086690380005861,4.008678760435144,0.0002860583563976915,3.5435453610100143,True,SPON1,"spondin 1, extracellular matrix protein"
P13232,2.8526778228552634,3.3553531266263734,0.50267530377111,2.8580317015321857,0.0002947299308242941,3.5305757578325596,True,IL7,interleukin 7
O75475,2.9993758267105264,3.768654196703297,0.7692783699927705,1.9512310760039433,0.0003041361775669453,3.5169319166424944,True,PSIP1,PC4 and SFRS1 interacting protein 1
Q9HD89,7.869731355546666,8.434961748747252,0.5652303932005864,2.1910517540908088,0.00031450864739208045,3.5023674091597803,True,RETN,resistin
Q8NI22,3.385582888618421,3.8519723643956043,0.46638947577718337,3.1041085780237134,0.0003725452826842415,3.428820931440128,True,MCFD2,multiple coagulation factor deficiency 2
O43915,7.7289864061184215,7.321308873822222,-0.40767753229619963,0.30335095765731973,0.0003743087412460082,3.4267700306719027,True,FIGF,c-fos induced growth factor (vascular endothelial growth factor D)
P35247,2.9673756803066667,3.733513247142857,0.7661375668361905,1.7978572367067522,0.0003892274209505373,3.4097965714149585,True,SFTPD,surfactant protein D
Q02880,3.502162825552632,4.23615671223077,0.7339938866781379,1.8725726122091149,0.00040101753466990534,3.396836637245428,True,TOP2B,topoisomerase (DNA) II beta 180kDa
Q92692,7.2246747498552635,7.586315365373626,0.3616406155183629,2.422454473764886,0.00044444917790818246,3.352177892772334,True,PVRL2,poliovirus receptor-related 2 (herpesvirus entry mediator B)
P19438,8.15106698664,8.62922415668132,0.4781571700413192,2.1600409829291736,0.000499991316104515,3.3010375384652635,True,TNFRSF1A,"tumor necrosis factor receptor superfamily, member 1A"
O00253,6.412626707223684,6.893639109944445,0.4810124027207605,2.011175098737242,0.0005146050997930018,3.288525914198379,True,AGRP,agouti related protein homolog (mouse)
Q9BQR3,9.35632315538158,8.868026110766666,-0.48829704461491374,0.4274081274051962,0.0005154873582750576,3.2877819808144206,True,PRSS27,"protease, serine 27"
P05543,4.741289790250001,4.350616575736264,-0.39067321451373704,0.31102305788832585,0.0005207856955198995,3.283340953092113,True,SERPINA7,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7"
Q86SJ6,2.6635138986842106,2.1393431429444445,-0.5241707557397661,0.38183016892891947,0.0005315034512788011,3.274493911072063,True,DSG4,desmoglein 4
P35318,9.41282139568421,9.6921250175,0.2793036218157905,4.144951044814818,0.0005592580504402686,3.252387755578903,True,ADM,adrenomedullin
Q9Y3P8,3.549711227789474,3.082359076791209,-0.467352150998265,0.3973902087697587,0.0005804440482419764,3.2362396376151557,True,SIT1,signaling threshold regulating transmembrane adaptor 1
Q96QR1,3.0892134741315793,2.733173869956044,-0.3560396041755354,0.30934893377069683,0.0005829705031668378,3.2343534188875642,True,SCGB3A1,"secretoglobin, family 3A, member 1"
O00300,5.001155619973333,5.440941313439561,0.4397856934662281,3.033341787406208,0.0006070137213564468,3.216801491722046,True,TNFRSF11B,"tumor necrosis factor receptor superfamily, member 11b"
P09603,10.627482745355264,10.736377250659341,0.10889450530407707,20.68102551261822,0.0006125280226472096,3.2128740378978597,True,CSF1,colony stimulating factor 1 (macrophage)
Q8NHJ6,5.146570453197368,5.681363413582418,0.5347929603850501,1.9461386219329644,0.000626604484865863,3.2030065010190665,True,LILRB4,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 4"
Q05516,1.0809014969473685,1.8833341220879123,0.8024326251405438,1.9313202586196137,0.0006588841157980089,3.1811909621814456,True,ZBTB16,zinc finger and BTB domain containing 16
P05451,7.595810344802631,8.21716350998901,0.6213531651863793,1.6830579409877322,0.0006644195472252358,3.1775575990876233,True,REG1A,regenerating islet-derived 1 alpha
P12104,8.548428158447368,7.679815789022221,-0.8686123694251471,0.6271990532585137,0.0006649459392292884,3.177213661837927,True,FABP2,"fatty acid binding protein 2, intestinal"
P54760,5.979473513186667,6.26689808723077,0.2874245740441026,2.9114530071625793,0.0007061685065411419,3.1510916548561623,True,EPHB4,EPH receptor B4
O94992,3.9475812373157892,4.61269835232967,0.665117115013881,1.9785873105981133,0.0007090034223441968,3.149351668481796,True,HEXIM1,hexamethylene bis-acetamide inducible 1
Q13478,9.065771412776316,9.53480582487912,0.46903441210280405,2.7714367923660235,0.0007134369853912329,3.1466443800902275,True,IL18R1,interleukin 18 receptor 1
Q13867,6.369108841506667,6.831792407923077,0.46268356641640995,2.6277519025583316,0.000725008865418786,3.139656682837395,True,BLMH,bleomycin hydrolase
P29474,2.8558943432236843,3.2573797442527472,0.40148540102906294,2.2544696173547694,0.0007713133090317181,3.112769174809956,True,NOS3,nitric oxide synthase 3 (endothelial cell)
P78556,2.9622220694736843,3.8489034215274724,0.8866813520537882,1.6008264134461134,0.0007731213609463704,3.1117523272300445,True,CCL20,chemokine (C-C motif) ligand 20
P01130,5.607696454866667,6.147320552197803,0.5396240973311359,2.2384576359330803,0.000828125884729907,3.081903640403492,True,LDLR,low density lipoprotein receptor
Q969Z4,5.149528312013158,5.517955572274725,0.36842726026156747,2.1531557572764357,0.0008286191533984636,3.081645032274601,True,RELT,RELT tumor necrosis factor receptor
Q9BY76,4.013816586763158,4.632791415758242,0.6189748289950838,1.8837889130019845,0.0008476126050385368,3.0718025934218662,True,ANGPTL4,angiopoietin-like 4
Q13007,0.4109621208,0.9945640604945055,0.5836019396945056,2.2653467566961347,0.00085049279491953,3.070329361228301,True,IL24,interleukin 24
Q9HAW4,1.294453861381579,1.5979034304945055,0.3034495691129264,4.10295197487522,0.0009073471365727255,3.0422265269914694,True,CLSPN,claspin
P01138,1.771620200013158,1.8628321347582417,0.09121193474508371,43.59532229965055,0.0009187587459593362,3.036798513699531,True,NGF,nerve growth factor (beta polypeptide)
P10721,3.681600309763158,3.3078379184835165,-0.3737623912796417,0.3179855805246064,0.0009523570422345896,3.0212002024536653,True,KIT,v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog
Q96H15,4.443031542881579,4.825744989912089,0.38271344703050936,2.0633049566573387,0.0009550211142805773,3.019987026621304,True,TIMD4,T-cell immunoglobulin and mucin domain containing 4
Q8NBP7,3.7514324739866667,4.1426705486263735,0.39123807463970683,3.1397515834008245,0.0010315118200244471,2.986525791111109,True,PCSK9,proprotein convertase subtilisin/kexin type 9
Q8IUK5,0.8737580015526316,0.6440884169340659,-0.22966958461856568,0.16052639317935025,0.001051354086735168,2.9782509928045156,True,PLXDC1,plexin domain containing 1
P09237,10.28922660886842,10.757091079211111,0.4678644703426915,1.9636215911621329,0.001241689940723806,2.9059868372059356,True,MMP7,"matrix metallopeptidase 7 (matrilysin, uterine)"
Q14242,5.916471239368422,5.7491030917111114,-0.16736814765731012,0.2625618519628684,0.0013958679018858098,2.855155679274864,True,SELPLG,selectin P ligand
Q12860,4.414324312653334,4.111482433956044,-0.30284187869728996,0.2955331379021648,0.0014449861602145151,2.8401363124723127,True,CNTN1,contactin 1
Q03403,4.51494066856579,4.927091739241758,0.4121510706759688,1.7432937688831602,0.001453136861307394,2.8376934804635345,True,TFF2,trefoil factor 2
P49747,6.867478030842105,6.39967498256044,-0.46780304828166486,0.4896899272920534,0.0015350402950709773,2.8138802197325385,True,COMP,cartilage oligomeric matrix protein
Q13490,0.0652094669605263,0.29990810945054946,0.23469864249002315,5.637040379083283,0.001583581146294048,2.800359677486391,True,BIRC2,baculoviral IAP repeat containing 2
Q6UXH1,2.665007513118421,3.0403195957802196,0.3753120826617984,2.24219199287798,0.0015937304568719444,2.7975851277276713,True,CRELD2,cysteine-rich with EGF-like domains 2
P25942,11.983191360000001,12.350903947472526,0.3677125874725249,2.1645758170479397,0.0016164604097994534,2.7914349276229093,True,CD40,"CD40 molecule, TNF receptor superfamily member 5"
P27695,1.6076420306447368,2.2695082985494506,0.6618662679047138,1.9309779898350206,0.0016382876349878453,2.785609846579631,True,APEX1,APEX nuclease (multifunctional DNA repair enzyme) 1
P15018,1.4785914359736843,1.8762827417912087,0.39769130581752443,3.21055181063117,0.0016696709038296297,2.77736912090947,True,LIF,leukemia inhibitory factor
O00182,10.585227611723683,10.879332755633333,0.2941051439096505,4.498011094095243,0.001678956400973506,2.774960581445316,True,LGALS9,"lectin, galactoside-binding, soluble, 9"
P13686,5.499563063666667,5.941148816791208,0.4415857531245413,2.298610889967406,0.0016921022006216207,2.7715734097215883,True,ACP5,"acid phosphatase 5, tartrate resistant"
P36941,5.56042297624,5.859605700505495,0.29918272426549475,2.255897222084786,0.0017114765049758554,2.76662905844803,True,LTBR,"lymphotoxin beta receptor (TNFR superfamily, member 3)"
P49771,10.048013237460525,9.51967201656044,-0.5283412209000851,0.48302699836812396,0.0017231116263027697,2.7636865872548007,True,FLT3LG,fms-related tyrosine kinase 3 ligand
P20333,7.055034989839999,7.468522781373627,0.4134877915336279,1.9365898597612081,0.001744121279172573,2.758423319263477,True,TNFRSF1B,"tumor necrosis factor receptor superfamily, member 1B"
P25445,6.342648501199999,6.6751157274505495,0.33246722625055014,2.370230585743174,0.0017546496476346447,2.7558095864850816,True,FAS,Fas cell surface death receptor
P50591,8.389433608513158,8.05868599542857,-0.3307476130845881,0.3457086708716933,0.001799143459183039,2.7449342057219623,True,TNFSF10,"tumor necrosis factor (ligand) superfamily, member 10"
Q14005,7.616674771828947,8.038930422966667,0.42225565113771957,2.2978378921320677,0.0018055713073841545,2.7433853553169487,True,IL16,interleukin 16
Q6UXH9,4.9070958702631575,4.571723570032967,-0.3353723002301905,0.3709472638716283,0.0018261625188684127,2.738460575154955,True,PAMR1,peptidase domain containing associated with muscle regeneration 1
Q14118,2.553301346763158,2.8965543980659336,0.3432530513027756,3.2811512183803,0.001873089130885327,2.7274415562442687,True,DAG1,dystroglycan 1 (dystrophin-associated glycoprotein 1)
Q4KMG0,2.8741048727763157,2.526591294076923,-0.3475135786993926,0.334826561749611,0.001921872951453916,2.7162753254636356,True,CDON,"cell adhesion associated, oncogene regulated"
P17936,4.864608339486843,4.277941694538462,-0.586666644948381,0.44998053613150407,0.002114538859284883,2.6747843293310205,True,IGFBP3,insulin-like growth factor binding protein 3
Q8N8S7,2.0284102816578944,2.4324134390549452,0.40400315739705084,2.5401501599524723,0.0021573852173226078,2.6660723014340717,True,ENAH,enabled homolog (Drosophila)
Q9NZQ7,5.9739731978157895,6.3629727070109885,0.388999509195199,2.345037491597753,0.002183804427649817,2.6607862578151207,True,CD274,CD274 molecule
P12724,3.692709764973684,4.496881350230769,0.8041715852570848,1.4641899042468731,0.0021885212781967613,2.6598492265429785,True,RNASE3,"ribonuclease, RNase A family, 3"
O00220,4.614192425881579,4.977437018788889,0.3632445929073098,2.1866001310107475,0.002243379139201712,2.649097322873346,True,TNFRSF10A,"tumor necrosis factor receptor superfamily, member 10a"
P78362,-0.3702323796447368,0.2709854501758242,0.6412178298205611,1.7269023363295102,0.0023281362402986206,2.6329916087821874,True,SRPK2,SRSF protein kinase 2
O75787,2.077489877263158,2.3703837714285716,0.29289389416541356,3.286765302858382,0.002447906130479743,2.611205240038037,True,ATP6AP2,"ATPase, H+ transporting, lysosomal accessory protein 2"
P19256,2.349327677289474,2.0993051787912087,-0.2500224984982653,0.2558545189352206,0.002463075596605785,2.6085222586095727,True,CD58,CD58 molecule
P02760,8.823987271355263,8.643026000422221,-0.18096127093304126,0.18310090576882163,0.002465354430628888,2.6081206357371896,True,AMBP,alpha-1-microglobulin/bikunin precursor
P00918,5.263163675236842,4.426176987142857,-0.8369866880939849,0.7174925526330587,0.002495728936800051,2.6028025855139143,True,CA2,carbonic anhydrase II
P29460,5.687397441407895,5.000985356516484,-0.686412084891411,0.6162635917581029,0.0028458080112467666,2.54579440237844,True,IL12B,"interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40)"
P13725,5.879352110223684,6.553297027703297,0.6739449174796128,1.6249890719821403,0.0028840451566228232,2.5399979439808393,True,OSM,oncostatin M
Q6YHK3,3.0301569343421053,2.784494815076923,-0.24566211926518244,0.3489147754398615,0.0029079692612962644,2.536410188500747,True,CD109,CD109 molecule
Q15846,3.862082785618421,3.5800875705934065,-0.28199521502501446,0.43454099102957533,0.002919571951415435,2.5346808173068065,True,CLUL1,clusterin-like 1 (retinal)
P01135,4.725020181802631,5.088711879483516,0.36369169768088483,2.14910564618488,0.0029955792010978996,2.52351919346802,True,TGFA,"transforming growth factor, alpha"
Q8IWV2,3.7314412591578945,3.4795154379780224,-0.25192582117987206,0.3027998525283,0.0030739922181201394,2.512297236261049,True,CNTN4,contactin 4
Q02790,1.1297854473157893,1.712175382901099,0.5823899355853097,1.6616538431457215,0.0031453336842900497,2.5023332740474706,True,FKBP4,"FK506 binding protein 4, 59kDa"
O15123,2.507669457144737,2.8259177228461536,0.3182482657014165,2.057699848640937,0.0031878180688903928,2.496506472072529,True,ANGPT2,angiopoietin 2
P19429,3.18746601275,4.656897293197802,1.469431280447802,1.2409885386760446,0.0032592571792451445,2.48688136916963,True,TNNI3,troponin I type 3 (cardiac)
P52888,5.21098722781579,5.646183763901099,0.43519653608530984,2.107423832480578,0.0034019755772220404,2.468268808511743,True,THOP1,thimet oligopeptidase 1
P26022,5.371538801065789,5.790774371777777,0.41923557071198836,2.408840848910629,0.003414963451189297,2.4666139400151716,True,PTX3,"pentraxin 3, long"
P21980,9.882946907026316,9.411617167488888,-0.4713297395374276,0.49488483827923685,0.003560533180553317,2.448484962691804,True,TGM2,transglutaminase 2
Q9H2A7,6.72959492088,6.9860113977252745,0.25641647684527413,2.585356330938821,0.0037286924041051487,2.428443441983217,True,CXCL16,chemokine (C-X-C motif) ligand 16
P21246,6.611260243486842,7.573872786340659,0.962612542853817,1.3141193957085844,0.0038045242132991233,2.419699647555351,True,PTN,pleiotrophin
Q9H4D0,3.176718761236842,3.4844075993076924,0.30768883807085023,2.235067668475405,0.0038763520443243563,2.4115767878739596,True,CLSTN2,calsyntenin 2
P42658,3.312756150631579,3.1585249787362635,-0.15423117189531554,0.29995321389395235,0.004066462963604773,2.390783178798562,True,DPP6,dipeptidyl-peptidase 6
P51693,4.563053587394736,4.043444817538461,-0.5196087698562755,0.5926135768349835,0.004551480091630666,2.341847352551345,True,APLP1,amyloid beta (A4) precursor-like protein 1
Q8NBS9,1.7962514407631578,2.224068150054945,0.42781670929178706,1.6771138635409018,0.0046360774465325945,2.333849317678068,True,TXNDC5,thioredoxin domain containing 5 (endoplasmic reticulum)
P06850,2.620470955855263,2.33388887189011,-0.28658208396515317,0.4225032240327679,0.004934865719278959,2.3067246602526206,True,CRH,corticotropin releasing hormone
Q9P0M4,2.6261467517894737,3.0621394582747254,0.4359927064852518,1.732298699877174,0.005001939337552769,2.300861579603886,True,IL17C,interleukin 17C
P00915,7.377643480236842,6.691927507483516,-0.685715972753326,0.704162928691175,0.005095674852010417,2.292798291520977,True,CA1,carbonic anhydrase I
Q8WXI8,2.9358392387763157,3.4674301827252747,0.531590943948959,1.5772180332370962,0.005217178096894359,2.282564337673202,True,CLEC4D,"C-type lectin domain family 4, member D"
O95544,5.098316626355263,6.142725285615385,1.0444086592601218,1.3375813251811082,0.005395335496277567,2.26798154455812,True,NADK,NAD kinase
P15085,6.669371707280001,7.197010245428572,0.5276385381485715,1.5077601737361204,0.005493344774404823,2.260163142845997,True,CPA1,carboxypeptidase A1 (pancreatic)
Q9BUD6,11.261967762105263,11.351268414222222,0.08930065211695926,12.471418945038986,0.006037677731757769,2.2191300716796776,True,SPON2,"spondin 2, extracellular matrix protein"
P80303,5.430273259973684,5.792202680736264,0.3619294207625803,1.7276193259577186,0.006209063079084132,2.206973928049168,True,NUCB2,nucleobindin 2
Q76M96,5.492308007618421,5.973117715472528,0.4808097078541067,1.6117344375078273,0.006284899583895947,2.2017016568019327,True,CCDC80,coiled-coil domain containing 80
Q7LG56,1.3289906291578948,1.6384127745714285,0.30942214541353374,2.288762337891686,0.006523820675896704,2.185497985176042,True,RRM2B,ribonucleotide reductase M2 B (TP53 inducible)
P07204,10.70487623775,10.926902647733332,0.22202640998333223,2.5405969745077335,0.00705465908302444,2.1515239687188017,True,THBD,thrombomodulin
P78423,7.365583978171053,7.6653791814065935,0.2997952032355409,1.9636065626495984,0.0071015902599133466,2.1486443887778663,True,CX3CL1,chemokine (C-X3-C motif) ligand 1
P27487,5.452326417526315,5.2467625960329665,-0.20556382149334862,0.43949084768607777,0.00789450494646889,2.1026750988105714,True,DPP4,dipeptidyl-peptidase 4
O60240,3.186836615776316,3.8360447873186816,0.6492081715423654,1.5154045151135802,0.007930314567148367,2.100709585435589,True,PLIN1,perilipin 1
Q7L5Y9,1.101226971131579,1.3789336256043956,0.2777066544728166,2.5555028918581666,0.008094526501573756,2.091808550711484,True,MAEA,macrophage erythroblast attacher
O60934,2.600919626328947,3.0340059356703297,0.4330863093413826,1.8162295426509543,0.008319134361561861,2.0799218613962287,True,NBN,nibrin
